dt,xrf,sample,ni,fe,alu
2022-07-08,3,S2,0.64,51.29,6.79
2022-07-08,3,S1,0.62,48.4,10.01
2022-07-08,2,S2,0.65,51.44,6.56
2022-07-08,2,S1,0.63,48.54,9.48
2022-07-09,4,S3,0.99,53.44,4.03
2022-07-09,3,S3,0.98,52.95,3.25
2022-07-09,2,S3,0.98,52.38,3.11
2022-07-09,2,S12,1.37,13.62,1.2
2022-07-09,2,S1,0.64,48.58,9.39
2022-07-09,4,S1,0.63,49.22,8.57
2022-07-09,4,S2,0.65,52.51,6.69
2022-07-09,2,S11,1,8.36,1.21
2022-07-09,3,S2,0.64,51.19,6.69
2022-07-09,2,S2,0.65,51.62,6.54
2022-07-09,3,S1,0.62,48.39,9.95
2022-07-10,3,S2,0.64,51.08,6.79
2022-07-10,2,S1,0.64,48.6,9.34
2022-07-10,4,S11,1,8.9,1.18
2022-07-10,4,S2,0.65,52.7,6.74
2022-07-10,2,S2,0.65,51.44,6.54
2022-07-10,3,S1,0.62,48.29,9.81
2022-07-11,3,S1,0.63,48.43,9.9
2022-07-11,2,S2,0.66,51.28,6.48
2022-07-11,4,S12,1.4,14.12,1.15
2022-07-11,4,S1,0.63,49.01,8.47
2022-07-11,3,S2,0.64,51.12,6.83
2022-07-11,2,S3,0.96,52.52,3.12
2022-07-11,3,S3,0.98,53.07,3.35
2022-07-11,4,S2,0.65,52.5,6.77
2022-07-11,4,S3,0.99,54.61,3.97
2022-07-11,4,S11,1,8.9,1.08
2022-07-11,2,S1,0.64,48.59,9.43
2022-07-12,4,S3,0.99,54.84,3.97
2022-07-12,4,S1,0.63,49.22,8.43
2022-07-12,4,S2,0.65,52.64,6.7
2022-07-12,3,S2,0.65,51.15,6.76
2022-07-12,3,S3,0.98,53.02,3.36
2022-07-12,2,S3,0.99,52.32,3.07
2022-07-12,2,S1,0.64,48.53,9.31
2022-07-12,3,S1,0.63,48.41,9.87
2022-07-12,2,S2,0.66,51.4,6.5
2022-07-13,4,S1,0.63,49.11,8.4
2022-07-13,3,S3,0.97,53.05,3.31
2022-07-13,3,S2,0.64,51.15,6.74
2022-07-13,2,S1,0.64,48.7,9.35
2022-07-13,2,S11,1,8.36,1.25
2022-07-13,4,S3,0.99,54.89,3.94
2022-07-13,2,S2,0.66,51.45,6.53
2022-07-13,4,S2,0.65,52.42,6.69
2022-07-13,2,S3,0.98,52.78,3.14
2022-07-13,3,S1,0.63,48.44,9.89
2022-07-14,3,S2,0.64,51.37,6.7
2022-07-14,3,S1,0.63,48.49,9.78
2022-07-14,4,S3,0.98,54.17,3.96
2022-07-14,2,S1,0.64,48.73,9.32
2022-07-14,3,S3,0.97,53.17,3.31
2022-07-14,2,S2,0.66,51.75,6.53
2022-07-14,2,S3,0.98,52.64,3.11
2022-07-14,4,S1,0.63,49.26,8.41
2022-07-15,3,S3,0.98,52.99,3.35
2022-07-15,2,S1,0.65,48.82,9.29
2022-07-15,2,S3,0.98,52.75,3.09
2022-07-15,4,S1,0.63,49.05,8.36
2022-07-15,2,S2,0.66,51.69,6.51
2022-07-15,3,S2,0.64,51.17,6.76
2022-07-15,3,S1,0.63,48.41,9.8
2022-07-15,4,S3,0.99,53.38,4.03
2022-07-16,4,S3,0.99,55.07,3.99
2022-07-16,4,S12,1.4,14.11,1.31
2022-07-16,4,S11,1,8.87,1.13
2022-07-16,3,S2,0.64,51.1,6.74
2022-07-16,3,S3,0.97,52.95,3.35
2022-07-16,3,S1,0.62,48.29,9.85
2022-07-16,2,S2,0.67,50.85,6.45
2022-07-16,4,S1,0.63,49.02,8.18
2022-07-16,2,S1,0.64,48.37,9.23
2022-07-16,2,S3,0.98,52.27,3.11
2022-07-17,2,S12,1.39,13.76,1.29
2022-07-17,4,S3,0.99,54.61,3.99
2022-07-17,4,S1,0.63,48.89,8.3
2022-07-17,2,S1,0.65,48.41,9.19
2022-07-17,2,S11,1.01,8.31,1.23
2022-07-17,3,S2,0.64,51.01,6.7
2022-07-17,3,S3,0.98,52.97,3.29
2022-07-17,2,S2,0.66,50.98,6.48
2022-07-17,3,S1,0.63,48.41,9.6
2022-07-17,2,S3,0.99,52.19,3.14
2022-07-18,3,S2,0.65,51.04,6.65
2022-07-18,3,S1,0.63,48.28,9.66
2022-07-18,2,S1,0.65,48.69,9.24
2022-07-18,2,S3,0.98,52.72,3.17
2022-07-18,4,S1,0.63,49.33,8.46
2022-07-18,2,S2,0.66,51.7,6.53
2022-07-18,4,S3,0.98,54.79,3.97
2022-07-18,3,S3,0.99,52.98,3.25
2022-07-19,4,S1,0.63,49.11,8.34
2022-07-19,2,S1,0.65,48.64,9.25
2022-07-19,3,S1,0.63,48.25,9.74
2022-07-19,2,S3,0.96,52.94,3.16
2022-07-19,4,S2,0.66,51.86,6.89
2022-07-19,4,S3,0.99,54.83,3.98
2022-07-19,3,S2,0.65,51.14,6.8
2022-07-19,3,S3,0.99,53,3.34
2022-07-19,2,S2,0.66,51.31,6.51
2022-07-20,3,S12,1.39,13.96,1.4
2022-07-20,3,S3,0.99,52.77,3.33
2022-07-20,4,S1,0.62,48.9,8.32
2022-07-20,3,S1,0.63,48.25,9.7
2022-07-20,3,S2,0.65,51.05,6.71
2022-07-20,4,S2,0.65,52.75,6.76
2022-07-20,3,S11,1.01,8.28,1.63
2022-07-21,3,S11,0.99,8.21,1.66
2022-07-21,2,S1,0.63,48.51,10.07
2022-07-21,2,S12,1.37,13.79,1.61
2022-07-21,4,S1,0.63,48.85,8.34
2022-07-21,3,S3,0.99,52.81,3.38
2022-07-21,2,S11,0.97,8.17,1.77
2022-07-21,4,S2,0.65,52.59,6.71
2022-07-21,3,S2,0.65,51.07,6.81
2022-07-21,3,S12,1.39,14.07,1.39
2022-07-21,2,S2,0.65,50.99,6.6
2022-07-21,4,S11,0.99,8.86,1.16
2022-07-21,2,S3,1.03,53.8,3.23
2022-07-21,3,S1,0.64,48.25,9.72
2022-07-21,4,S3,0.99,54.58,3.98
2022-07-21,4,S12,1.39,14.08,1.22
2022-07-22,2,S3,1.02,53.77,3.23
2022-07-22,3,S11,1,8.23,1.64
2022-07-22,3,S3,0.99,52.73,3.38
2022-07-22,3,S2,0.65,51.06,6.67
2022-07-22,2,S2,0.66,51.35,6.59
2022-07-22,2,S1,0.64,48.64,10.15
2022-07-22,2,S12,1.35,13.68,1.58
2022-07-22,4,S11,0.99,8.93,1.13
2022-07-22,4,S2,0.65,51.76,6.67
2022-07-22,4,S3,0.99,54.18,3.99
2022-07-22,4,S12,1.4,13.99,1.16
2022-07-22,3,S1,0.63,48.27,9.92
2022-07-22,4,S1,0.63,48.56,8.57
2022-07-22,2,S11,0.97,8.08,1.79
2022-07-22,3,S12,1.4,13.86,1.51
2022-07-23,4,S3,0.99,53.5,4.05
2022-07-23,2,S1,0.64,48.8,10.37
2022-07-23,2,S2,0.67,51.88,6.73
2022-07-23,3,S2,0.65,51.01,6.69
2022-07-23,3,S3,0.98,52.84,3.34
2022-07-23,3,S1,0.63,48.38,10.46
2022-07-23,4,S1,0.63,48.03,8.62
2022-07-23,2,S3,1.02,53.41,3.3
2022-07-23,4,S2,0.65,51.53,6.75
2022-07-24,3,S2,0.64,50.97,6.69
2022-07-24,2,S11,0.97,8.09,1.79
2022-07-24,2,S2,0.67,51.61,6.75
2022-07-24,2,S1,0.64,48.89,10.66
2022-07-24,3,S1,0.63,48.25,10.12
2022-07-24,4,S1,0.63,48.49,8.53
2022-07-24,2,S12,1.39,13.71,1.67
2022-07-24,2,S3,1.03,53.53,3.29
2022-07-24,4,S3,0.99,53.46,4
2022-07-24,3,S3,0.99,52.85,3.41
2022-07-24,4,S2,0.65,51.64,6.69
2022-07-25,4,S3,0.98,53.96,4
2022-07-25,4,S2,0.65,51.56,6.67
2022-07-25,2,S3,1.04,53.38,3.26
2022-07-25,3,S2,0.64,50.86,6.67
2022-07-25,2,S1,0.64,48.81,10.38
2022-07-25,4,S11,1,8.73,1.12
2022-07-25,4,S12,1.4,13.91,1.27
2022-07-25,3,S1,0.63,48.34,9.95
2022-07-25,4,S1,0.63,48.39,8.77
2022-07-25,2,S2,0.67,51.68,6.7
2022-07-25,3,S3,0.99,52.87,3.38
2022-07-26,4,S11,1,8.76,1.15
2022-07-26,4,S1,0.64,48.44,8.77
2022-07-26,4,S2,0.65,51.51,6.69
2022-07-26,2,S1,0.64,48.6,10.23
2022-07-26,4,S3,0.99,54.08,4.03
2022-07-26,3,S3,0.98,52.87,3.33
2022-07-26,2,S3,1.03,53.5,3.25
2022-07-26,3,S2,0.64,51.05,6.68
2022-07-26,4,S12,1.4,13.94,1.18
2022-07-26,3,S1,0.63,48.32,10.05
2022-07-26,2,S2,0.66,51.43,6.71
2022-07-27,2,S2,0.67,51.41,6.69
2022-07-27,4,S11,1,8.74,1.18
2022-07-27,3,S2,0.65,51.22,6.63
2022-07-27,4,S2,0.65,51.6,6.76
2022-07-27,4,S1,0.63,48.5,8.33
2022-07-27,4,S12,1.4,13.88,1.15
2022-07-27,2,S1,0.64,48.46,10.29
2022-07-27,3,S1,0.63,48.29,10.02
2022-07-27,4,S3,0.99,53.91,4.07
2022-07-27,3,S3,0.98,52.73,3.34
2022-07-27,3,S12,1.39,14.09,1.3
2022-07-27,2,S3,1.03,53.04,3.29
2022-07-27,3,S11,0.99,8.25,1.7
2022-07-28,4,S2,0.65,51.51,6.67
2022-07-28,2,S3,1.02,53.59,3.31
2022-07-28,3,S1,0.63,48.37,10.35
2022-07-28,2,S1,0.64,48.83,10.5
2022-07-28,3,S3,0.97,52.88,3.13
2022-07-28,2,S2,0.67,51.48,6.71
2022-07-28,2,S12,1.33,13.89,1.58
2022-07-28,4,S3,0.99,54.04,4.05
2022-07-28,3,S2,0.64,50.97,6.77
2022-07-28,4,S1,0.63,48.39,8.38
2022-07-29,2,S3,1.02,53.41,3.31
2022-07-29,2,S2,0.67,51.23,6.71
2022-07-29,4,S3,0.97,52.54,4.15
2022-07-29,3,S2,0.64,51.19,6.57
2022-07-29,2,S1,0.65,48.55,10.41
2022-07-29,2,S12,1.38,13.66,1.57
2022-07-29,3,S3,0.97,52.95,3.42
2022-07-29,3,S1,0.63,48.45,10.5
2022-07-29,2,S11,0.96,8.06,1.82
2022-07-29,4,S1,0.63,48.4,8.74
2022-07-30,2,S1,0.64,48.52,9.96
2022-07-30,4,S3,0.99,53.55,4.06
2022-07-30,2,S2,0.67,51.5,6.77
2022-07-30,2,S12,1.38,13.6,1.54
2022-07-30,3,S1,0.63,48.35,10.11
2022-07-30,3,S2,0.64,50.85,6.68
2022-07-30,2,S11,0.97,8.02,1.76
2022-07-30,4,S11,1,8.64,1.21
2022-07-30,4,S12,1.41,13.96,1.14
2022-07-30,3,S3,0.97,52.95,3.4
2022-07-30,2,S3,1.03,53.52,3.35
2022-07-30,4,S1,0.63,48.57,8.68
2022-07-31,3,S3,0.96,52.95,3.31
2022-07-31,3,S2,0.63,50.51,6.62
2022-07-31,2,S2,0.66,51.75,6.83
2022-07-31,2,S3,1.03,53.54,3.36
2022-07-31,3,S1,0.63,48.29,9.6
2022-07-31,2,S1,0.63,48.73,9.98
2022-07-31,2,S11,0.96,8.22,1.85
2022-07-31,4,S1,0.63,47.93,8.27
2022-07-31,4,S2,0.64,51.32,6.68
2022-08-01,2,S2,0.66,51.75,6.79
2022-08-01,4,S3,0.99,54.02,4.08
2022-08-01,3,S3,0.98,52.82,3.38
2022-08-01,4,S11,1,8.72,1.15
2022-08-01,3,S2,0.64,50.98,6.68
2022-08-01,4,S2,0.65,51.58,6.71
2022-08-01,4,S12,1.39,13.88,1.16
2022-08-01,2,S3,1.02,53.91,3.26
2022-08-01,2,S12,1.37,13.86,1.58
2022-08-01,2,S1,0.63,49.06,10.45
2022-08-01,3,S1,0.63,48.24,10.22
2022-08-01,2,S11,0.97,8.12,1.75
2022-08-01,4,S1,0.62,48.15,8.32
2022-08-02,3,S11,1.01,8.24,1.64
2022-08-02,3,S12,1.41,14.08,1.38
2022-08-02,2,S2,0.65,51.68,6.71
2022-08-02,4,S3,0.98,53.92,4.06
2022-08-02,2,S1,0.64,48.99,10.43
2022-08-02,4,S2,0.65,51.74,6.72
2022-08-02,3,S3,0.99,52.94,3.38
2022-08-02,2,S3,1.02,53.65,3.33
2022-08-02,4,S1,0.63,48.55,8.64
2022-08-02,3,S2,0.65,51.07,6.67
2022-08-02,3,S1,0.63,48.3,10.1
2022-08-03,4,S11,1.01,8.7,1.08
2022-08-03,4,S1,0.63,48.56,8.82
2022-08-03,2,S1,0.64,48.81,10.42
2022-08-03,3,S1,0.64,48.25,9.88
2022-08-03,4,S12,1.37,14.14,1.14
2022-08-03,4,S3,0.98,53.84,4.08
2022-08-03,3,S2,0.65,50.89,6.67
2022-08-03,2,S2,0.67,51.26,6.77
2022-08-03,2,S11,0.99,8.29,1.59
2022-08-03,2,S3,1.03,53.27,3.29
2022-08-03,3,S12,1.38,14.3,1.34
2022-08-03,3,S11,1.01,8.31,1.43
2022-08-03,2,S12,1.34,14.06,1.59
2022-08-04,3,S2,0.65,50.96,6.63
2022-08-04,3,S1,0.63,48.3,10.19
2022-08-04,3,S3,0.99,52.82,3.43
2022-08-04,2,S1,0.63,48.92,10.3
2022-08-04,4,S3,0.98,53.97,4.11
2022-08-04,4,S12,1.41,13.88,1.13
2022-08-04,2,S2,0.65,51.79,6.7
2022-08-04,4,S11,1.01,8.73,1.07
2022-08-04,2,S3,1.02,53.68,3.24
2022-08-04,4,S2,0.65,51.6,6.62
2022-08-04,4,S1,0.63,48.52,8.84
2022-08-05,4,S3,0.99,53.75,4.05
2022-08-05,3,S12,1.39,13.93,1.36
2022-08-05,2,S2,0.66,51.84,6.74
2022-08-05,4,S11,1,8.67,1.14
2022-08-05,4,S2,0.65,51.54,6.65
2022-08-05,2,S11,0.97,8.15,1.74
2022-08-05,4,S1,0.63,47.94,8.57
2022-08-05,2,S1,0.64,48.79,10.33
2022-08-05,3,S2,0.65,51.04,6.67
2022-08-05,3,S11,1,8.29,1.53
2022-08-05,2,S12,1.38,13.74,1.58
2022-08-05,3,S1,0.63,48.32,10.26
2022-08-05,4,S12,1.39,13.9,1.13
2022-08-05,2,S3,1.02,53.54,3.34
2022-08-05,3,S3,0.98,52.92,3.3
2022-08-06,2,S1,0.64,48.76,10.26
2022-08-06,4,S3,0.99,53.87,4.05
2022-08-06,3,S12,1.39,13.94,1.36
2022-08-06,2,S2,0.67,51.7,6.71
2022-08-06,4,S12,1.39,13.84,1.14
2022-08-06,2,S3,1.02,53.2,3.34
2022-08-06,3,S11,1,8.3,1.56
2022-08-06,4,S2,0.65,51.36,6.7
2022-08-06,3,S1,0.63,48.36,10.29
2022-08-06,2,S11,0.98,8.07,1.7
2022-08-06,3,S2,0.64,51,6.68
2022-08-06,2,S12,1.38,13.65,1.57
2022-08-06,3,S3,0.98,52.84,3.33
2022-08-06,4,S11,1.01,8.71,1.12
2022-08-06,4,S1,0.63,48.31,8.63
2022-08-07,4,S3,0.99,53.78,4.04
2022-08-07,4,S1,0.63,48.11,8.54
2022-08-07,2,S3,1.02,53.54,3.3
2022-08-07,4,S11,1.01,8.7,1.11
2022-08-07,3,S12,1.4,13.92,1.37
2022-08-07,4,S2,0.65,51.54,6.63
2022-08-07,2,S11,0.98,8.14,1.67
2022-08-07,2,S12,1.37,13.68,1.54
2022-08-07,2,S1,0.64,48.91,10.28
2022-08-07,3,S3,0.99,52.8,3.41
2022-08-07,3,S1,0.63,48.27,10.06
2022-08-07,4,S12,1.4,13.85,1.12
2022-08-07,3,S2,0.64,50.95,6.63
2022-08-07,2,S2,0.66,51.78,6.72
2022-08-07,3,S11,1,8.3,1.57
2022-08-08,4,S3,0.99,54.24,4.05
2022-08-08,4,S1,0.63,48.47,8.21
2022-08-08,3,S1,0.63,48.33,10.23
2022-08-08,3,S2,0.65,51.06,6.69
2022-08-08,2,S2,0.66,51.67,6.72
2022-08-08,2,S1,0.64,48.86,10.46
2022-08-08,3,S3,0.98,52.88,3.48
2022-08-09,2,S12,1.37,13.48,1.55
2022-08-09,4,S2,0.65,51.14,6.71
2022-08-09,2,S1,0.64,48.82,10.17
2022-08-09,4,S1,0.63,48.49,8.51
2022-08-09,4,S12,1.39,13.8,1.14
2022-08-09,2,S11,0.97,8.07,1.71
2022-08-09,3,S3,0.97,52.73,3.28
2022-08-09,4,S11,1,8.71,1.13
2022-08-09,3,S1,0.63,48.27,9.94
2022-08-09,3,S2,0.64,51.01,6.66
2022-08-09,2,S3,1.03,53.1,3.34
2022-08-09,4,S3,0.98,53.63,4.05
2022-08-09,3,S12,1.4,13.89,1.31
2022-08-09,2,S2,0.67,51.55,6.74
2022-08-09,3,S11,1,8.28,1.68
2022-08-10,2,S2,0.66,51.71,6.75
2022-08-10,4,S12,1.41,13.85,1.1
2022-08-10,4,S11,1.01,8.74,1.1
2022-08-10,3,S1,0.63,48.31,10.27
2022-08-10,3,S12,1.4,13.95,1.36
2022-08-10,3,S3,0.99,52.85,3.34
2022-08-10,3,S11,1,8.31,1.55
2022-08-10,4,S2,0.65,50.44,6.8
2022-08-10,4,S1,0.63,48.67,8.6
2022-08-10,2,S12,1.39,13.64,1.52
2022-08-10,2,S1,0.64,48.84,10.31
2022-08-10,2,S11,0.97,8.08,1.72
2022-08-10,2,S3,1.04,53.16,3.35
2022-08-10,3,S2,0.64,51.01,6.68
2022-08-11,3,S11,1,8.3,1.55
2022-08-11,3,S12,1.39,13.95,1.37
2022-08-11,2,S12,1.33,13.55,1.55
2022-08-11,3,S1,0.63,48.23,9.84
2022-08-11,4,S3,0.98,53.88,4.04
2022-08-11,3,S3,0.98,52.82,3.35
2022-08-11,3,S2,0.64,50.8,6.59
2022-08-11,2,S11,0.96,8.14,1.69
2022-08-11,4,S12,1.39,13.88,1.12
2022-08-11,2,S1,0.64,48.81,10.11
2022-08-11,4,S11,1,8.73,1.13
2022-08-11,4,S1,0.63,48.49,8.65
2022-08-11,4,S2,0.65,51.53,6.7
2022-08-11,2,S2,0.66,51.5,6.7
2022-08-12,2,S11,0.97,8.13,1.72
2022-08-12,3,S1,0.63,48.25,9.77
2022-08-12,4,S11,1,8.71,1.1
2022-08-12,2,S12,1.37,13.64,1.54
2022-08-12,2,S1,0.64,48.66,10.07
2022-08-12,2,S2,0.66,51.34,6.74
2022-08-12,4,S1,0.63,48.68,8.72
2022-08-12,3,S2,0.64,50.99,6.59
2022-08-12,3,S3,0.99,52.96,3.44
2022-08-12,4,S12,1.38,13.85,1.11
2022-08-12,2,S3,1.02,53.19,3.26
2022-08-12,4,S3,0.98,54.04,4.05
2022-08-13,4,S11,1,8.74,1.09
2022-08-13,4,S1,0.62,47.81,8.09
2022-08-13,3,S2,0.64,50.76,6.65
2022-08-13,3,S3,0.98,52.93,3.41
2022-08-13,4,S12,1.34,13.67,1.1
2022-08-13,3,S1,0.63,48.27,10.02
2022-08-13,4,S3,0.98,53.98,4.06
2022-08-13,2,S1,0.64,48.52,10.36
2022-08-13,2,S2,0.66,51.15,6.73
2022-08-13,2,S3,1.02,52.78,3.34
2022-08-14,4,S1,0.63,47.72,8.39
2022-08-14,3,S2,0.65,51.1,6.71
2022-08-14,2,S2,0.66,51.37,6.73
2022-08-14,4,S11,1,8.72,1.11
2022-08-14,4,S3,0.99,53.91,4.03
2022-08-14,2,S1,0.64,48.78,10.02
2022-08-14,3,S1,0.64,48.54,9.9
2022-08-14,4,S12,1.37,13.81,1.1
2022-08-14,4,S2,0.65,51.02,6.71
2022-08-15,2,S1,0.65,48.61,10.06
2022-08-15,2,S11,0.97,8.1,1.67
2022-08-15,3,S11,1,8.29,1.71
2022-08-15,3,S1,0.64,48.49,10.43
2022-08-15,2,S2,0.65,51.03,6.71
2022-08-15,3,S12,1.4,13.99,1.33
2022-08-15,3,S2,0.66,51.24,6.66
2022-08-15,2,S3,1.03,53.54,3.38
2022-08-16,2,S1,0.65,48.51,9.76
2022-08-16,2,S2,0.67,51.01,6.73
2022-08-16,3,S1,0.64,48.51,10.21
2022-08-16,4,S1,0.63,48.36,8.41
2022-08-16,4,S2,0.65,51.34,6.52
2022-08-16,4,S11,1,8.61,1.14
2022-08-16,2,S3,1.01,53.74,3.34
2022-08-16,4,S12,1.37,13.86,1.11
2022-08-16,2,S12,1.35,13.35,1.56
2022-08-16,2,S11,0.99,8.04,1.65
2022-08-16,3,S2,0.65,50.88,6.66
2022-08-16,3,S3,0.99,52.99,3.46
2022-08-17,2,S11,0.98,8.06,1.64
2022-08-17,2,S2,0.65,50.6,6.72
2022-08-17,3,S2,0.65,51.12,6.63
2022-08-17,3,S3,0.99,52.98,3.44
2022-08-17,4,S11,0.99,8.79,1.15
2022-08-17,3,S1,0.64,48.44,9.93
2022-08-17,2,S1,0.64,48.26,10.1
2022-08-17,4,S3,0.99,54.09,4.1
2022-08-17,4,S2,0.65,51.74,6.67
2022-08-17,4,S12,1.39,13.81,1.16
2022-08-17,2,S12,1.36,13.69,1.56
2022-08-17,4,S1,0.63,48.48,8.38
2022-08-18,3,S2,0.65,51.11,6.62
2022-08-18,3,S3,0.99,53.18,3.5
2022-08-18,4,S12,1.38,13.81,1.17
2022-08-18,3,S1,0.64,48.42,9.58
2022-08-18,2,S12,1.37,13.81,1.5
2022-08-18,2,S2,0.67,51.83,6.69
2022-08-18,4,S2,0.65,51.52,6.68
2022-08-18,3,S11,1,8.3,1.6
2022-08-18,4,S1,0.63,48.35,7.97
2022-08-18,3,S12,1.38,14.03,1.34
2022-08-18,2,S11,0.97,8.14,1.78
2022-08-18,4,S3,0.99,54.01,4.08
2022-08-18,2,S1,0.64,48.74,9.56
2022-08-18,4,S11,1,8.76,1.19
2022-08-19,4,S3,0.99,53.42,4.08
2022-08-19,3,S1,0.64,48.48,10.19
2022-08-19,2,S2,0.66,51.8,6.75
2022-08-19,3,S2,0.65,51.02,6.65
2022-08-19,4,S1,0.63,48.29,8.36
2022-08-19,4,S2,0.65,51.83,6.66
2022-08-19,2,S1,0.64,48.87,10.26
2022-08-19,4,S12,1.38,14.06,1.15
2022-08-19,4,S11,1,8.78,1.15
2022-08-20,4,S11,1,8.76,1.14
2022-08-20,4,S12,1.38,13.86,1.13
2022-08-20,4,S3,0.99,53.95,4.06
2022-08-20,4,S1,0.63,48.64,8.56
2022-08-20,3,S1,0.63,48.49,10.09
2022-08-20,2,S2,0.66,51.51,6.7
2022-08-20,3,S2,0.65,51.14,6.64
2022-08-20,3,S3,0.99,52.8,3.35
2022-08-20,3,S11,1,8.29,1.61
2022-08-20,4,S2,0.64,51.51,6.65
2022-08-20,2,S11,0.97,8.12,1.72
2022-08-20,3,S12,1.39,14,1.35
2022-08-20,2,S1,0.64,48.38,10.16
2022-08-20,2,S12,1.37,13.77,1.54
2022-08-20,2,S3,1.03,53.32,3.35
2022-08-21,3,S11,1,8.34,1.57
2022-08-21,3,S12,1.4,14,1.35
2022-08-21,3,S3,0.99,53.09,3.39
2022-08-21,3,S2,0.66,51.2,6.55
2022-08-21,4,S1,0.63,48.65,8.52
2022-08-21,4,S3,0.99,54.08,4.09
2022-08-21,4,S12,1.39,13.86,1.13
2022-08-21,2,S1,0.64,48.69,9.98
2022-08-21,2,S2,0.66,51.69,6.67
2022-08-21,2,S12,1.37,13.42,1.56
2022-08-21,2,S11,0.97,7.86,1.81
2022-08-21,4,S11,1,8.78,1.13
2022-08-21,4,S2,0.65,51.38,6.65
2022-08-21,3,S1,0.64,48.41,9.97
2022-08-21,2,S3,1.01,52.63,3.35
2022-08-22,2,S12,1.37,13.59,1.53
2022-08-22,2,S11,0.98,8.17,1.63
2022-08-22,4,S2,0.65,51.79,6.7
2022-08-22,4,S11,1,8.78,1.14
2022-08-22,3,S2,0.65,51.12,6.7
2022-08-22,3,S1,0.63,48.31,9.82
2022-08-22,4,S12,1.39,13.8,1.12
2022-08-22,4,S1,0.63,48.49,8.31
2022-08-22,4,S3,0.99,54.08,4.12
2022-08-22,2,S2,0.65,51.62,6.77
2022-08-22,2,S1,0.62,48.71,9.9
2022-08-23,2,S1,0.63,48.85,10
2022-08-23,3,S12,1.4,13.88,1.37
2022-08-23,3,S11,1,8.32,1.62
2022-08-23,4,S3,0.98,53.87,4.11
2022-08-23,2,S11,0.97,8.14,1.72
2022-08-23,4,S12,1.39,13.83,1.12
2022-08-23,4,S2,0.65,51.38,6.68
2022-08-23,3,S3,0.99,52.95,3.43
2022-08-23,2,S3,1.02,53.35,3.34
2022-08-23,2,S2,0.67,51.46,6.67
2022-08-23,4,S11,0.99,8.78,1.11
2022-08-23,4,S1,0.63,48.68,8.54
2022-08-23,3,S1,0.63,48.27,9.99
2022-08-23,2,S12,1.37,13.7,1.53
2022-08-24,2,S2,0.67,51.58,6.71
2022-08-24,2,S3,1.02,53.36,3.34
2022-08-24,4,S2,0.65,51.72,6.65
2022-08-24,4,S11,1,8.78,1.09
