dt,xrf,sample,ni,fe,alu
2022-11-12,4,S3,1,52.84,3.46
2022-11-12,2,S11,0.98,8.09,1.78
2022-11-12,2,S3,1.04,53.09,3.57
2022-11-12,4,S12,1.37,13.26,0.93
2022-11-12,3,S11,0.99,8.35,1.58
2022-11-13,4,S3,1,52.96,3.42
2022-11-13,2,S2,0.68,51.62,6.94
2022-11-13,2,S1,0.66,48.49,10.29
2022-11-13,4,S2,0.66,51.6,5.53
2022-11-13,4,S11,0.97,7.74,0.88
2022-11-13,4,S12,1.35,13.22,0.94
2022-11-13,2,S12,1.39,13.56,1.54
2022-11-13,3,S3,0.97,52.99,3.41
2022-11-13,3,S1,0.63,48.19,9.8
2022-11-13,2,S11,0.98,8.1,1.8
2022-11-13,2,S3,1.04,53.36,3.59
2022-11-13,4,S1,0.63,47.98,6.85
2022-11-13,3,S2,0.64,51.17,6.73
2022-11-13,3,S11,1,8.34,1.61
2022-11-13,3,S12,1.39,14,1.29
2022-11-14,3,S2,0.64,51.38,6.66
2022-11-14,4,S11,0.97,7.78,0.88
2022-11-14,3,S3,0.99,52.92,3.12
2022-11-14,4,S2,0.66,51.36,5.58
2022-11-14,4,S1,0.61,47.53,6.78
2022-11-14,3,S1,0.63,48.46,9.83
2022-11-15,4,S11,0.97,7.75,0.86
2022-11-15,3,S1,0.63,48.31,9.81
2022-11-15,2,S1,0.64,48.43,10.27
2022-11-15,3,S11,1,8.3,1.53
2022-11-15,2,S2,0.66,51.82,7
2022-11-15,3,S2,0.65,51.28,6.67
2022-11-15,4,S3,0.92,52.67,3.97
2022-11-15,4,S1,0.63,48.04,6.87
2022-11-15,2,S12,1.38,13.6,1.52
2022-11-15,2,S3,1.02,53.38,3.58
2022-11-15,4,S12,1.37,13.27,0.95
2022-11-15,2,S11,0.97,8.12,1.74
2022-11-15,4,S2,0.65,51.61,5.53
2022-11-15,3,S12,1.39,13.9,1.26
2022-11-16,4,S11,0.96,7.74,0.83
2022-11-16,2,S2,0.66,52.14,6.85
2022-11-16,3,S11,1,8.32,1.54
2022-11-16,3,S2,0.65,51.24,6.61
2022-11-16,2,S11,0.97,8.14,1.78
2022-11-16,3,S12,1.4,13.92,1.28
2022-11-16,4,S1,0.63,48.09,6.77
2022-11-16,4,S12,1.37,13.2,0.95
2022-11-16,2,S1,0.64,48.6,10.32
2022-11-16,3,S1,0.63,48.08,9.52
2022-11-16,2,S12,1.36,13.5,1.5
2022-11-16,2,S3,1,53.32,3.38
2022-11-16,4,S3,1,53.02,3.37
2022-11-16,4,S2,0.65,51.41,5.51
2022-11-16,3,S3,0.98,52.73,3.42
2022-11-17,2,S12,1.35,13.4,1.48
2022-11-17,4,S11,0.97,7.76,0.88
2022-11-17,2,S2,0.67,51.21,6.95
2022-11-17,4,S12,1.37,13.21,0.93
2022-11-17,2,S11,0.96,8,1.83
2022-11-17,3,S11,1,8.34,1.56
2022-11-17,3,S2,0.64,51.39,6.74
2022-11-17,2,S1,0.64,48.3,10.8
2022-11-17,3,S3,0.98,52.63,3.41
2022-11-17,3,S1,0.63,47.88,9.81
2022-11-17,2,S3,1.02,53.14,3.39
2022-11-17,3,S12,1.39,13.94,1.25
2022-11-18,4,S3,1,53.08,3.37
2022-11-18,2,S1,0.64,48.34,10.14
2022-11-18,2,S11,0.97,8.06,1.81
2022-11-18,4,S12,1.37,13.23,0.92
2022-11-18,4,S2,0.66,51.64,5.54
2022-11-18,3,S11,1,8.3,1.56
2022-11-18,3,S12,1.39,13.9,1.25
2022-11-18,3,S1,0.63,48.05,9.88
2022-11-18,3,S2,0.65,51.4,6.65
2022-11-18,2,S12,1.36,13.53,1.53
2022-11-18,4,S1,0.63,48.02,6.91
2022-11-18,2,S2,0.67,51.64,6.91
2022-11-18,4,S11,0.97,7.75,0.88
2022-11-18,2,S3,1.02,53.04,3.49
2022-11-18,3,S3,0.99,53,3.3
2022-11-19,2,S12,1.37,13.64,1.51
2022-11-19,3,S3,0.98,52.89,3.26
2022-11-19,3,S1,0.63,48.26,10.08
2022-11-19,2,S11,0.97,8.12,1.75
2022-11-19,4,S1,0.62,48.07,7.17
2022-11-19,2,S2,0.67,51.42,6.91
2022-11-19,2,S1,0.64,48.41,10.42
2022-11-19,3,S12,1.36,13.86,1.21
2022-11-19,2,S3,1.02,53.21,3.47
2022-11-19,3,S11,0.99,8.29,1.55
2022-11-19,3,S2,0.65,51.33,6.67
2022-11-20,2,S2,0.67,51.46,7
2022-11-20,3,S2,0.64,51.29,6.65
2022-11-20,2,S1,0.64,48.36,10.81
2022-11-20,2,S3,1.01,53.08,3.45
2022-11-20,4,S2,0.66,51.59,5.59
2022-11-20,2,S12,1.34,13.44,1.46
2022-11-20,3,S12,1.38,13.96,1.19
2022-11-20,3,S1,0.63,47.99,9.71
2022-11-20,2,S11,0.97,8.07,1.69
2022-11-20,3,S11,0.99,8.24,1.51
2022-11-20,4,S3,1,52.9,3.35
2022-11-20,4,S1,0.63,47.99,6.9
2022-11-21,3,S12,1.36,13.89,1.2
2022-11-21,4,S2,0.66,51.7,5.67
2022-11-21,3,S11,1,8.31,1.51
2022-11-21,2,S3,1.02,53.52,3.44
2022-11-21,4,S1,0.63,47.92,6.9
2022-11-21,2,S12,1.34,13.48,1.44
2022-11-21,2,S11,0.97,8.13,1.71
2022-11-21,2,S2,0.66,51.79,6.93
2022-11-21,3,S1,0.62,48.06,9.76
2022-11-21,3,S2,0.65,51.34,6.61
2022-11-21,2,S1,0.63,48.22,10.14
2022-11-22,4,S3,1,52.97,3.34
2022-11-22,2,S3,1.01,53.09,3.45
2022-11-22,2,S2,0.66,51.58,6.96
2022-11-22,3,S11,1,8.27,1.44
2022-11-22,4,S12,1.36,13.3,0.91
2022-11-22,4,S11,0.97,7.77,0.81
2022-11-22,4,S1,0.63,47.86,6.77
2022-11-22,3,S12,1.36,13.85,1.23
2022-11-22,4,S2,0.66,51.61,5.54
2022-11-22,2,S1,0.63,48.3,10.87
2022-11-22,2,S11,0.97,8.06,1.73
2022-11-22,2,S12,1.34,13.48,1.48
2022-11-22,3,S1,0.63,48.32,10.08
2022-11-22,3,S2,0.65,51.32,6.55
2022-11-22,3,S3,0.99,52.86,3.25
2022-11-23,2,S2,0.66,51.52,7.02
2022-11-23,2,S1,0.64,48.35,10.6
2022-11-23,4,S11,0.97,7.74,0.82
2022-11-23,2,S11,0.97,8.07,1.69
2022-11-23,3,S2,0.64,51.22,6.61
2022-11-23,2,S12,1.36,13.52,1.48
2022-11-23,4,S1,0.63,48.05,6.95
2022-11-23,4,S3,1,52.93,3.33
2022-11-23,3,S11,1,8.31,1.52
2022-11-23,3,S12,1.38,13.91,1.24
2022-11-23,3,S1,0.63,48.15,9.85
2022-11-23,3,S3,0.98,52.82,3.31
2022-11-23,4,S12,1.34,13.12,0.89
2022-11-23,4,S2,0.65,51.46,5.64
2022-11-23,2,S3,1.01,53.22,3.41
2022-11-24,2,S11,0.97,8.1,1.67
2022-11-24,2,S12,1.36,13.52,1.49
2022-11-24,4,S2,0.65,51.56,5.58
2022-11-24,3,S1,0.63,48.16,10
2022-11-24,3,S12,1.38,13.98,1.23
2022-11-24,4,S1,0.64,48.36,7.11
2022-11-24,3,S11,1,8.31,1.48
2022-11-24,2,S2,0.67,51.55,7.02
2022-11-24,3,S2,0.65,51.33,6.64
2022-11-24,2,S3,1.01,53.12,3.4
2022-11-24,2,S1,0.63,48.29,10.7
2022-11-24,3,S3,0.98,52.92,3.28
2022-11-25,4,S11,0.97,7.74,0.85
2022-11-25,2,S2,0.66,51.68,7.04
2022-11-25,3,S3,0.97,52.81,3.31
2022-11-25,2,S3,1.02,53.24,3.49
2022-11-25,3,S2,0.64,51.28,6.62
2022-11-25,4,S2,0.66,51.58,5.6
2022-11-25,3,S1,0.63,48.12,10.13
2022-11-25,3,S12,1.37,13.89,1.2
2022-11-25,3,S11,1,8.31,1.48
2022-11-25,4,S3,1,52.89,3.37
2022-11-25,4,S12,1.36,13.28,0.93
2022-11-25,4,S1,0.63,48.19,7.07
2022-11-25,2,S1,0.64,48.37,10.19
2022-11-25,2,S12,1.35,13.56,1.47
2022-11-25,2,S11,0.98,8.18,1.68
2022-11-26,4,S2,0.66,51.54,5.53
2022-11-26,3,S2,0.65,51.42,6.55
2022-11-26,2,S1,0.64,48.63,10.38
2022-11-26,2,S11,0.97,8.21,1.7
2022-11-26,4,S1,0.63,48.04,6.99
2022-11-26,2,S3,1.01,53.27,3.45
2022-11-26,2,S12,1.35,13.5,1.46
2022-11-26,2,S2,0.66,51.72,6.91
2022-11-26,3,S1,0.63,48.26,9.85
2022-11-27,2,S2,0.68,51.38,7.05
2022-11-27,3,S11,1,8.33,1.49
2022-11-27,2,S12,1.34,13.33,1.47
2022-11-27,3,S2,0.65,51.46,6.56
2022-11-27,2,S1,0.63,47.88,10.06
2022-11-27,2,S11,0.98,8.08,1.69
2022-11-27,3,S12,1.38,13.93,1.25
2022-11-27,3,S1,0.63,48.22,10.08
2022-11-27,2,S3,1.02,53.05,3.49
2022-11-27,3,S3,0.99,52.94,3.39
2022-11-28,3,S3,0.98,52.95,3.27
2022-11-28,3,S12,1.35,13.84,1.17
2022-11-28,3,S11,1,8.34,1.48
2022-11-28,3,S2,0.64,51.3,6.66
2022-11-28,2,S2,0.66,51.93,7.15
2022-11-28,2,S12,1.33,13.5,1.47
2022-11-28,4,S12,1.34,13.18,0.9
2022-11-28,2,S3,1.01,53.41,3.48
2022-11-28,3,S1,0.63,48.37,10.15
2022-11-28,4,S2,0.66,51.52,5.54
2022-11-28,4,S3,1,52.86,3.43
2022-11-28,2,S11,0.97,8.18,1.75
2022-11-28,4,S11,0.97,7.75,0.84
2022-11-28,2,S1,0.64,48.4,10.46
2022-11-28,4,S1,0.63,48.1,6.88
2022-11-29,2,S12,1.35,13.46,1.5
2022-11-29,4,S2,0.66,51.58,5.52
2022-11-29,3,S11,1,8.29,1.55
2022-11-29,4,S12,1.35,13.26,0.93
2022-11-29,3,S12,1.36,13.88,1.21
2022-11-29,3,S3,0.99,45.35,3.14
2022-11-29,3,S2,0.64,51.16,6.68
2022-11-29,4,S11,0.96,7.73,0.85
2022-11-29,4,S3,1,52.88,3.36
2022-11-29,2,S1,0.63,48.18,10.5
2022-11-29,3,S1,0.63,48.22,10.08
2022-11-29,4,S1,0.63,48.28,7.14
2022-11-29,2,S11,0.97,8.15,1.71
2022-11-29,2,S2,0.66,52,6.95
2022-11-29,2,S3,1.02,53.58,3.5
2022-12-01,3,S12,1.34,13.74,1.27
2022-12-01,3,S11,1,8.33,1.47
2022-12-02,4,S2,0.66,51.39,5.53
2022-12-02,2,S2,0.65,51.78,6.93
2022-12-02,3,S3,0.98,52.91,3.32
2022-12-02,3,S2,0.65,51.05,6.65
2022-12-02,2,S3,1.01,53.53,3.59
2022-12-02,2,S1,0.63,48.6,10.52
2022-12-02,3,S12,1.37,13.9,1.21
2022-12-02,2,S11,0.97,8.11,1.7
2022-12-02,2,S12,1.34,13.36,1.49
2022-12-02,3,S11,1,8.31,1.51
2022-12-02,3,S1,0.63,48.25,10.42
2022-12-02,4,S1,0.63,48.32,7.06
2022-12-02,4,S12,1.36,13.36,0.93
2022-12-02,4,S11,0.97,7.78,0.82
2022-12-02,4,S3,1,52.98,3.48
2022-12-03,2,S2,0.66,51.76,6.95
2022-12-03,4,S2,0.65,51.28,5.53
2022-12-03,3,S11,1,8.36,1.46
2022-12-03,3,S1,0.63,48.29,10.3
2022-12-03,2,S11,0.97,8.13,1.73
2022-12-03,3,S2,0.64,51.1,6.59
2022-12-03,4,S3,1,52.96,3.53
2022-12-03,2,S1,0.63,48.2,10.58
2022-12-03,4,S11,0.97,7.78,0.88
2022-12-03,4,S12,1.36,13.33,0.94
2022-12-03,2,S3,1.02,53.32,3.62
2022-12-03,3,S3,0.98,52.68,3.36
2022-12-03,3,S12,1.37,13.86,1.23
2022-12-03,2,S12,1.34,13.44,1.51
2022-12-03,4,S1,0.63,48.42,7.16
2022-12-05,2,S1,0.64,48.57,10.82
2022-12-05,4,S12,1.36,13.39,0.94
2022-12-05,4,S3,1.01,53.02,3.36
2022-12-05,3,S11,1,8.43,1.45
2022-12-05,3,S2,0.65,51.38,6.63
2022-12-05,3,S3,0.99,53.11,3.24
2022-12-05,4,S11,0.97,7.8,0.83
2022-12-05,2,S12,1.34,13.5,1.5
2022-12-05,4,S1,0.63,48.4,7.2
2022-12-05,2,S2,0.66,51.74,6.88
2022-12-05,3,S12,1.36,13.91,1.23
2022-12-05,2,S3,1.03,53.29,3.42
2022-12-05,4,S2,0.66,51.54,5.53
2022-12-05,2,S11,0.97,8.13,1.69
2022-12-05,3,S1,0.63,48.19,10.25
2022-12-06,4,S3,1,52.79,3.35
2022-12-06,2,S2,0.67,51.69,6.81
2022-12-06,3,S3,0.99,52.87,3.19
2022-12-06,3,S11,0.99,8.39,1.47
2022-12-06,4,S2,0.65,51.47,5.53
2022-12-06,3,S12,1.36,13.88,1.27
2022-12-06,3,S2,0.66,51.32,6.57
2022-12-06,4,S11,0.98,7.86,0.88
2022-12-06,2,S1,0.64,48.83,10.73
2022-12-06,3,S1,0.63,48.31,10.08
2022-12-06,4,S12,1.35,13.24,0.93
2022-12-06,4,S1,0.63,48.4,7.12
2022-12-07,2,S3,1.02,53.4,3.42
2022-12-07,3,S1,0.63,48.16,10.18
2022-12-07,2,S11,0.97,8.12,1.72
2022-12-07,4,S3,1.01,53.03,3.34
2022-12-07,3,S2,0.65,51.48,6.57
2022-12-07,2,S1,0.63,48.75,10.41
2022-12-07,4,S1,0.63,48.1,6.96
2022-12-07,3,S3,0.98,53.05,3.23
2022-12-07,3,S12,1.36,13.91,1.27
2022-12-07,2,S12,1.34,13.57,1.5
2022-12-07,4,S11,0.97,7.8,0.87
2022-12-07,4,S12,1.34,13.2,0.93
2022-12-07,2,S2,0.67,51.84,6.96
2022-12-07,3,S11,1,8.38,1.49
2022-12-07,4,S2,0.66,51.76,5.64
2022-12-09,3,S2,0.66,51.52,6.43
2022-12-09,2,S11,0.97,8.15,1.73
2022-12-09,3,S12,1.37,13.92,1.24
2022-12-09,2,S1,0.63,48.22,10.42
2022-12-09,2,S3,1.02,53.3,3.44
2022-12-09,3,S3,0.99,52.97,3.27
2022-12-09,4,S2,0.66,51.76,5.66
2022-12-09,3,S1,0.63,48.23,9.78
2022-12-09,4,S1,0.62,47.86,7
2022-12-09,4,S11,0.98,7.83,0.89
2022-12-09,2,S12,1.34,13.54,1.49
2022-12-09,2,S2,0.66,51.74,6.97
2022-12-09,4,S3,1.01,53,3.39
2022-12-09,3,S11,1,8.39,1.45
2022-12-09,4,S12,1.36,13.34,0.95
2022-12-12,4,S12,1.34,13.27,0.93
2022-12-12,4,S2,0.66,51.71,5.63
2022-12-12,3,S12,1.38,13.9,1.25
2022-12-12,3,S2,0.65,51.26,6.59
2022-12-12,2,S12,1.34,13.56,1.5
2022-12-12,2,S11,0.98,8.14,1.75
2022-12-12,4,S1,0.62,47.95,6.86
2022-12-12,2,S2,0.67,51.91,6.99
2022-12-12,3,S1,0.63,48.36,10.48
2022-12-12,2,S3,1.02,53.3,3.44
2022-12-12,4,S3,1,53.16,3.39
2022-12-12,3,S3,0.98,52.68,3.33
2022-12-12,3,S11,1.01,8.4,1.48
2022-12-12,4,S11,0.97,7.86,0.88
2022-12-12,2,S1,0.64,48.32,10.43
2022-12-13,4,S3,1,53,3.36
2022-12-13,3,S3,0.99,52.78,3.35
2022-12-13,4,S12,1.35,13.3,0.92
2022-12-13,4,S2,0.66,51.76,5.6
2022-12-13,2,S12,1.34,13.51,1.49
2022-12-13,3,S2,0.64,51.18,6.55
2022-12-13,2,S3,1.02,53.03,3.46
2022-12-13,2,S11,0.98,8.09,1.77
2022-12-13,3,S11,1.01,8.42,1.44
2022-12-13,4,S1,0.63,47.9,6.98
2022-12-13,2,S1,0.65,48.42,10.42
2022-12-13,3,S12,1.38,13.88,1.25
2022-12-13,2,S2,0.67,51.56,7.02
2022-12-13,3,S1,0.63,48.16,10.45
2022-12-13,4,S11,0.97,7.81,0.86
2022-12-14,4,S3,1,52.88,3.33
2022-12-14,2,S3,1.03,52.82,3.42
2022-12-14,2,S12,1.35,13.51,1.51
2022-12-14,4,S12,1.35,13.28,0.91
2022-12-14,4,S1,0.63,48.08,7.04
2022-12-14,4,S2,0.66,51.68,5.57
2022-12-14,2,S1,0.64,48.21,10.42
2022-12-14,2,S11,0.99,8.13,1.78
2022-12-14,2,S2,0.67,51.31,6.95
2022-12-14,4,S11,0.97,7.79,0.85
2022-12-15,4,S1,0.63,48.26,7.19
2022-12-15,2,S12,1.35,13.49,1.5
2022-12-15,2,S3,1.04,53,3.46
2022-12-15,4,S12,1.36,13.26,0.94
2022-12-15,2,S11,0.99,8.06,1.73
2022-12-15,2,S2,0.68,51.45,6.98
2022-12-15,4,S3,1,52.82,3.41
2022-12-15,2,S1,0.65,48.07,10.48
2022-12-15,3,S11,1.01,8.42,1.48
2022-12-15,3,S12,1.36,13.9,1.26
2022-12-15,3,S1,0.63,48.03,10.34
2022-12-15,4,S2,0.66,51.46,5.55
2022-12-15,3,S3,0.98,53.04,3.28
2022-12-15,3,S2,0.65,51.27,6.7
2022-12-15,4,S11,0.98,7.88,0.87
2022-12-16,3,S12,1.39,13.95,1.25
2022-12-16,2,S3,1.03,53.39,3.44
2022-12-16,3,S1,0.63,48.27,10.52
2022-12-16,4,S2,0.66,51.62,5.58
2022-12-16,3,S2,0.65,51.33,6.55
2022-12-16,3,S3,0.98,53.11,3.36
2022-12-16,2,S12,1.35,13.57,1.52
2022-12-16,2,S2,0.68,51.68,6.98
2022-12-16,4,S1,0.63,48.18,7.04
2022-12-16,2,S11,0.98,8.14,1.74
2022-12-16,2,S1,0.64,48.49,10.48
2022-12-16,3,S11,1.01,8.48,1.51
2022-12-16,4,S3,1,53,3.37
2022-12-16,4,S11,0.98,7.86,0.87
2022-12-16,4,S12,1.34,13.23,0.93
2022-12-17,3,S12,1.38,13.87,1.26
2022-12-17,2,S12,1.38,13.57,1.52
2022-12-17,4,S2,0.67,51.66,5.54
2022-12-17,3,S3,0.98,52.92,3.34
2022-12-17,4,S1,0.64,48.37,7.2
2022-12-17,4,S11,0.98,7.92,0.86
2022-12-17,4,S3,1,53.04,3.46
2022-12-17,3,S11,1.01,8.46,1.49
2022-12-17,2,S1,0.65,48.26,10.65
2022-12-17,2,S11,0.98,8.18,1.7
2022-12-17,4,S12,1.37,13.27,0.91
2022-12-17,3,S2,0.65,51.37,6.54
2022-12-17,2,S2,0.68,51.16,6.96
2022-12-17,3,S1,0.63,48.19,10.6
2022-12-17,2,S3,1.03,53.38,3.55
2022-12-19,3,S3,0.96,52.92,3.33
2022-12-19,4,S12,1.36,13.28,0.94
2022-12-19,2,S2,0.66,51.64,6.96
2022-12-19,2,S12,1.34,13.51,1.5
2022-12-19,4,S3,1,52.94,3.42
2022-12-19,3,S11,1,8.41,1.52
2022-12-19,3,S12,1.37,13.85,1.29
2022-12-19,4,S2,0.66,51.62,5.56
2022-12-19,4,S11,0.98,7.88,0.88
2022-12-19,4,S1,0.63,48.2,7.13
2022-12-19,2,S1,0.63,48.04,10.42
2022-12-19,2,S11,0.97,8.1,1.76
2022-12-19,3,S1,0.62,48.16,10.46
2022-12-19,3,S2,0.64,51.03,6.63
2022-12-19,2,S3,1,53.18,3.45
2022-12-20,4,S2,0.66,51.57,5.57
2022-12-20,3,S1,0.62,47.82,10.26
2022-12-20,4,S12,1.36,13.27,0.94
2022-12-20,2,S1,0.65,48.48,10.6
2022-12-20,2,S2,0.67,51.62,6.92
2022-12-20,3,S3,0.97,53.08,3.26
2022-12-20,4,S3,1,53.03,3.37
2022-12-20,3,S12,1.35,13.89,1.23
2022-12-20,3,S11,0.99,8.3,1.54
2022-12-20,4,S11,0.97,7.83,0.81
2022-12-20,4,S1,0.63,48.23,7.02
2022-12-20,2,S11,0.97,8.18,1.72
2022-12-20,3,S2,0.64,51.27,6.41
2022-12-20,2,S3,1.01,53.53,3.48
2022-12-20,2,S12,1.36,13.55,1.51
2022-12-21,2,S3,1.01,52.92,3.44
2022-12-21,4,S3,1,52.96,3.38
2022-12-21,2,S12,1.33,13.56,1.5
2022-12-21,4,S1,0.63,48.34,7.1
2022-12-21,3,S2,0.64,51.04,6.38
2022-12-21,4,S2,0.66,51.48,5.48
2022-12-21,4,S12,1.36,13.29,0.97
2022-12-21,3,S3,0.98,52.91,3.34
2022-12-21,3,S12,1.37,13.94,1.26
2022-12-21,3,S11,0.99,8.36,1.56
2022-12-21,4,S11,0.97,7.82,0.85
2022-12-21,2,S1,0.63,48.17,10.36
2022-12-21,2,S11,0.98,8.12,1.77
2022-12-21,3,S1,0.63,48.24,10.48
2022-12-21,2,S2,0.66,51.53,7.01
2022-12-22,4,S11,0.97,7.82,0.82
2022-12-22,3,S1,0.61,48.08,10.27
2022-12-22,3,S12,1.36,13.85,1.24
2022-12-22,4,S3,1,53,3.35
2022-12-22,3,S11,0.99,8.31,1.52
2022-12-22,4,S1,0.63,48.34,7.05
2022-12-22,3,S2,0.62,51.05,6.45
2022-12-22,4,S12,1.36,13.27,0.96
2022-12-22,2,S11,0.98,8.09,1.72
2022-12-22,2,S3,1.01,53.14,3.49
2022-12-22,4,S2,0.66,51.42,5.45
2022-12-22,3,S3,0.95,52.81,3.26
2022-12-22,2,S1,0.64,48.31,10.58
2022-12-22,2,S12,1.36,13.52,1.52
2022-12-22,2,S2,0.66,51.35,6.98
2022-12-23,3,S3,0.99,52.87,3.24
2022-12-23,3,S1,0.61,48,10.3
2022-12-23,3,S12,1.36,13.88,1.24
2022-12-23,2,S11,0.98,8.1,1.75
2022-12-23,2,S2,0.66,51.8,6.94
2022-12-23,2,S1,0.64,48.32,10.58
2022-12-23,3,S2,0.64,51.21,6.44
2022-12-23,3,S11,0.99,8.33,1.54
2022-12-23,2,S12,1.36,13.48,1.5
2022-12-23,2,S3,1.01,53.05,3.47
2022-12-24,4,S11,0.97,7.81,0.84
2022-12-24,4,S1,0.63,48.18,7.04
2022-12-24,2,S12,1.36,13.47,1.52
2022-12-24,3,S1,0.62,48.04,10.32
2022-12-24,3,S2,0.63,51.22,6.43
2022-12-24,2,S11,0.98,8.14,1.72
2022-12-24,2,S1,0.64,48.3,10.58
2022-12-24,4,S12,1.36,13.25,0.93
2022-12-24,4,S3,1.01,52.96,3.4
2022-12-24,2,S3,1.02,53.16,3.46
2022-12-24,3,S11,0.99,8.32,1.54
2022-12-24,3,S3,0.97,52.98,3.26
2022-12-24,2,S2,0.66,51.57,6.94
2022-12-24,4,S2,0.66,51.51,5.48
2022-12-24,3,S12,1.36,13.89,1.24
2022-12-27,3,S2,0.64,51.33,6.43
2022-12-27,4,S12,1.35,13.27,0.91
2022-12-27,3,S11,0.99,8.33,1.51
2022-12-27,3,S3,0.97,52.84,3.27
2022-12-27,2,S11,0.97,8.12,1.71
2022-12-27,2,S12,1.36,13.5,1.51
2022-12-27,2,S2,0.67,51.4,6.92
2022-12-27,2,S1,0.64,48.07,10.6
2022-12-27,3,S12,1.36,13.88,1.24
2022-12-27,4,S2,0.66,51.73,5.55
2022-12-27,4,S11,0.97,7.76,0.88
2022-12-27,4,S1,0.63,48.14,6.91
2022-12-27,3,S1,0.62,47.88,10.35
2022-12-27,2,S3,1.02,52.96,3.49
2022-12-27,4,S3,1,52.9,3.34
2022-12-28,2,S1,0.64,48.72,10.58
2022-12-28,4,S12,1.35,13.26,0.92
2022-12-28,4,S2,0.66,51.74,5.54
2022-12-28,3,S1,0.61,47.79,10.31
2022-12-28,3,S11,1,8.33,1.54
2022-12-28,2,S12,1.36,13.58,1.52
2022-12-28,2,S3,1.02,53.43,3.5
2022-12-28,3,S12,1.35,13.85,1.22
2022-12-28,4,S1,0.63,48.06,6.88
2022-12-28,4,S3,1,52.95,3.33
2022-12-28,3,S3,0.97,52.94,3.31
2022-12-28,2,S11,0.97,8.18,1.73
2022-12-28,4,S11,0.97,7.78,0.87
2022-12-28,2,S2,0.67,51.94,6.92
2022-12-28,3,S2,0.64,51.22,6.49
2022-12-29,4,S12,1.36,13.25,0.9
2022-12-29,3,S11,0.99,8.32,1.55
2022-12-29,4,S3,1.01,53.04,3.35
2022-12-29,3,S3,0.98,52.84,3.29
2022-12-29,4,S11,0.97,7.85,0.88
2022-12-29,2,S3,1.01,53.61,3.48
2022-12-29,4,S2,0.65,51.56,5.58
2022-12-29,2,S1,0.64,48.52,10.63
2022-12-29,3,S12,1.35,13.81,1.24
2022-12-29,2,S12,1.36,13.59,1.52
2022-12-29,2,S11,0.97,8.19,1.72
2022-12-29,3,S2,0.63,51.25,6.51
2022-12-29,3,S1,0.61,47.94,10.26
2022-12-29,2,S2,0.66,51.69,6.96
2022-12-29,4,S1,0.62,48.06,6.86